Supplier ID,Supplier Name,Amount
105097,Stars Pre-Nursery,"10,487.25"
104533,Stephanie Blades,"2,191.25"
2253804,Stepping Stones Playgroup,"15,354.01"
112429,Sterling Pinnacle,"1,805.50"
110889,Sterling Supplies,"1,490.40"
102437,STL Communications Ltd,"1,922.69"
111599,STL Services,518.00
3842201,Stone Computers,"31,573.36"
100563,Strata Coring Ltd,"3,726.00"
313301,Street Furnishings Limited,"2,714.07"
170701,Streetmaster Products(South Wales)Limited,"10,953.75"
111970,StreetUK Limited - Pooled Client Monies,"2,000.00"
112401,Strictly Education Limited,"173,209.54"
100843,Stubbings Nursery,"1,302.84"
112353,Named Individual,"1,518.40"
105021,Sunbeam Fostering Agency Limited,"31,073.60"
104198,Sunbench Ltd T/A Trade Windows,"3,200.40"
100000,Sundry General Supplier,"545,862.74"
100556,Sungard Availability Services (UK) Limited,"28,387.76"
103114,Sunita Mohindru,"1,945.67"
783602,Sunlight Service Group Ltd,959.34
131402,Sunningdale Parish Council,"1,666.95"
2324301,Sunningdale Pre School,"14,590.51"
131502,Sunninghill & Ascot Parish Council,"4,050.00"
108378,Supplies Team,"3,685.88"
107567,Supporting U Ltd,"2,766.37"
248101,Surrey County Council,"3,193.00"
111684,Surrey Heath Borough Council,"50,000.00"
111797,Named Individual,522.80
107172,Named Individual,"2,475.00"
106762,Swalcliffe Park School Trust,"25,668.00"
357001,Sweetprice Newsagent,"1,715.48"
102664,Swift Cleaning Services,939.27
3872501,Symbol UK Limited,"2,950.00"
3515001,Systemslink 2000,"2,587.50"
112154,Named Individual,"6,239.00"
3193301,Tag Learning Limited,"1,646.80"
3434001,Talking Newspaper Enterprises Ltd,976.81
100340,Tameside Metropolitan Borough Council,"2,575.00"
111077,Target Vehicle Hire Limited,"25,812.89"
110770,Teach London,"14,582.00"
2329301,Teachers Pensions,"1,437,740.54"
102458,Teaching Personnel Ltd,"1,794.48"
111001,Techniclean Supply Company,"3,919.62"
102461,Technology Supplies,631.36
216801,Telewest Communications Ltd,"25,665.18"
112373,Ten Alps Publishing,862.50
112556,Tendayi Chipanda,929.87
112532,Tenon,"5,232.50"
112124,Text Touch Ltd (Trading As bloo2.com),"1,355.85"
107244,TG Transport & Technical Services,"2,770.00"
102991,Thames Laboratories,"1,552.50"
2896001,Thames Services Group Ltd,"7,364.21"
2592301,Thames Valley Care at Home Service,"49,778.52"
541006,Thames Valley Police Authority,"1,960,352.60"
2713301,Thames Van And Truck Hire,"2,912.75"
45702,Thames Water Utilities Limited,"1,205.32"
45708,Thames Water Utilities Ltd,"35,902.91"
2604201,The Anthony Smith Partnership,"16,879.26"
106469,The Ascot Project,"1,000.00"
2114702,The Award Scheme Ltd,"2,444.99"
102856,The Beehive,667.00
2297501,The Berkshire Nursing Home,"7,680.34"
2322201,The Brigidine School,"8,963.75"
81501,The British Library,510.09
2834901,The Centre For Education Management Ltd,"6,414.34"
108980,The Centre for Public Scrutiny,645.15
3322901,The Children's Trust,"62,320.00"
104580,The Chiltern Centre for Disabled Children,"7,290.00"
111060,The Civic Trust,"1,121.25"
3937901,The Clewer Youth & Community Centre,700.00
2020801,The Coffee Exchange Ltd,563.31
1270101,The Consortium,"17,081.55"
234001,The Cookham Riverside Residential NursingHome,"30,777.28"
2791601,The Copyright Licensing Agency Ltd,"24,228.02"
108994,The Cornerways,"21,083.97"
2964401,The Desk Top Publishing Group,"5,980.02"
2256301,The Disabilities Trust,"126,072.69"
3443601,The Education Network,"4,174.50"
1556001,The Financial Training Co,900.00
100155,The Fostering Network,"1,489.18"
106517,The Freemantle Trust,"93,670.26"
4147001,The Geoinformation Group Limited,527.85
2833001,The Graphic Company,"11,149.88"
101038,The Hall Design Group,"1,065.53"
2282201,The Home Farm Trust,"10,034.30"
66101,The Institute of Internal Auditors-UK and Ireland,"1,521.50"
104855,The Institute of Licensing,"1,008.25"
4082901,The Kingwood Trust,"4,121.38"
108988,The Leisure Pass Group Ltd,"3,238.00"
112230,The Magdalen Project,"3,522.40"
111583,The Mulberry Bush School,"46,780.00"
2639701,The National Autistic Society,"28,478.46"
104919,The Noisy Drinks Company South West Ltd,"1,236.78"
107133,The Oakwood Centre,"1,682.30"
107011,The Otterhayes Trust Ltd,"4,991.79"
3286601,The Pace Centre,"27,860.00"
107775,The Pluss Organisation Ltd,"1,875.27"
108339,The Polish Library,894.79
104605,The Princess Royal Trust Carers Service,"27,474.00"
2517101,The Print & Design Centre Ltd,648.03
2093001,The Queen Anne School,"10,443.11"
104164,The Real Coffee Company Ltd,871.30
102503,The Rhos-y-Gwalian Outdoor Education Trust Ltd,"12,135.00"
4264501,The Royal Air Forces Association,"4,441.50"
25401,The Royal School For Deaf Children Margate,"36,546.00"
107010,The Springs Community,"13,685.79"
5802,The Stationery Office Ltd,"1,049.25"
5812,The Stationery Office Ltd,688.32
108310,The Stilwell Partnership,"8,848.80"
102506,The Teaching Supply Agency,"5,405.00"
111161,The Technologyforge,"31,343.03"
112349,The Thames Group,"15,113.30"
108445,The VAT Consultancy,"1,035.00"
104683,The Voucher Shop,"1,681.50"
2246701,The Ways and Means Trust Ltd,"1,057.89"
1928901,The World Markets Company Plc,"4,968.00"
111095,Thorpe Park Operations,"5,525.00"
110708,Thurston Building Systems,"167,541.22"
106744,Tice Seminars Ltd T/A The Pacific Institute,736.00
2258701,Tilehurst Lodge Residential Home,"14,581.69"
108582,Tilhill Forestry Ltd,"119,081.80"
104322,TK Water Systems,"1,348.78"
108531,TLC Signs,826.56
102718,TMS Consultancy,"1,012.00"
105720,Tonna Care Services Ltd,"2,955.92"
111842,Torpoint Ltd,"6,571.56"
104578,Total Gas & Power Limited,"104,714.67"
2105401,Total Media Communications,822.25
104416,Total Memory & Media Ltd,"2,667.13"
1768201,Touchpaper,"14,967.88"
112565,Touchwood Trees Ltd,"4,390.00"
15601,Tourism South East,"22,952.85"
314901,Town & Country Planning Association,580.00
108851,Toyvend Plc,801.09
112379,Trace Smart,"2,280.45"
4403601,Trafalgar Cleaning Equipment Ltd,778.89
103043,Trane (UK) Limited,994.53
2747301,Translinc,"85,049.74"
112389,Transparency Data,"2,760.00"
110729,transplan UK,"5,797.79"
141341,Travelers Insurance Company Ltd,"95,983.92"
102521,Travis Perkins Trading Co Ltd,"2,896.74"
2267001,Treloars Trust,"43,514.00"
2090001,Trevelyan School,"48,122.09"
111524,Named Individual,"1,956.40"
2093101,Trinity St Stephen CE School,"7,613.94"
102584,Triple A-Ascot Area Alzheimers Support Group,"3,000.00"
112277,Triple P International Ltd,"2,088.95"
109585,Trixter Europe Ltd,"11,496.23"
109533,Truecare Group Ltd,"111,376.27"
112322,Truecare Holdings Ltd,"23,328.54"
3025801,Trustees of Bisham C of E School Trust,"4,750.00"
141114,Trustees Of The Sunninghill Reading Room,"2,373.18"
107092,TSL Education Ltd,"11,608.10"
100337,TTS Group (English in Evidence),"3,357.36"
2258801,Tudor House Residential Home,"33,133.68"
105460,Turning Point,"69,697.19"
1704,Turnstone Support,"301,605.27"
2908401,TVAC Management Trust,"65,371.96"
103918,Ufton Associates,"1,729.03"
106340,UK Road Services Ltd,"3,018.75"
4078401,UK Young Autism Project Ltd,"1,566.80"
126001,Unison,"16,644.49"
111818,United Brands of Scandinavia,552.84
103469,United Voices,"7,625.00"
2258901,Universal Care Ltd,"9,828.15"
615201,Universal Services,"1,157.97"
234601,University Of Reading,500.00
110784,Unsted Park,"28,823.00"
2322301,Upton House School,"31,923.38"
104148,Named Individual,"6,873.90"
112142,V A Hutchinson Flooring Ltd,"5,175.00"
2259001,Valeries Rest Home,"1,698.30"
112061,ValueAdding.com Limited,"11,500.00"
2259101,Vansett Nursing Home,"44,332.74"
108555,Varicon 3D Drives,"1,989.50"
101673,Vehicle and Operator Services Agency,589.00
106067,Ventronic Import Co,798.21
110430,Venues and Events Ltd,"5,175.00"
2500605,Veolia ES Onyx Ltd,"2,276,186.56"
110997,Veredus,"28,434.41"
111924,Viatec UK,846.40
331601,Viking Direct,"4,906.92"
105362,Villa Scalabrini,"4,880.85"
111345,Village End,"2,048.18"
112374,Visit London Limited,"5,750.00"
4266501,Vistorm Limited,"16,234.55"
112398,Vital Energy,661.25
505402,Vodafone Corporate Limited,"1,289.43"
2386302,Vodafone Limited,"1,039.75"
99201,Vodafone Limited (Corporate),"55,677.26"
4382301,Voyage Ltd,"20,634.24"
3535901,W F Howes Ltd,"2,277.54"
106388,W G Pinsent Ltd,788.90
111877,W Kimber T/A Pure & Clear,579.00
101203,W S Atkins (Services) Ltd,"10,797.22"
3873301,W V Howe Ltd,"1,379.55"
438901,Wamdsad,"3,000.00"
438904,Wamdsad Enterprises Ltd,"5,448.27"
1557901,WAMU,"6,564.87"
14111002,Wandsworth Council,"2,000.00"
110956,Waste & Resources Action Programme,"13,592.89"
110481,Watco UK Ltd,800.40
70601,Waterstones Booksellers Limited,"21,909.45"
101432,Watford House Residential Home,"4,495.23"
101122,Weightmans,"1,034.85"
112415,Well Clean,"1,000.00"
22001,Wellington Management International,"186,668.05"
2296501,Wellquick Ltd T/A Call Us,"10,706.30"
2091701,Wessex Primary School,"40,696.39"
2410401,West Berkshire District Council,"48,972.00"
2325101,Westborough Pre School,"7,254.68"
106019,Western Counselling Services Ltd,"3,147.86"
104664,Westminster Ashford Nursing Home,"2,935.22"
121401,WF Electrical Plc,"3,255.09"
2571001,Whispers Care Ltd,"5,554.32"
2290101,White Bus Services,"94,406.08"
2431601,White Knights Travel,825.00
2260001,White Lodge Centre,"3,503.63"
2260101,White Lodge Residential Home,"4,887.61"
131901,White Waltham Parish Council,"5,364.76"
2816701,Whitewater The Canoe Centre,519.20
1922001,Wilkinson Estates,"1,200.00"
103049,Wilks Head and Eve,"2,548.57"
107310,William Blake House,"16,162.51"
2743801,William Davies Ltd (Building Contractors),"98,415.86"
111596,Willmott Dixon Construction Limited,"3,107,283.95"
103694,Willowbank,"22,999.22"
110719,Wilts Wholesale Electrical Company Ltd,"1,239.28"
4361901,Windmill Care Centre,"79,721.13"
105868,Windowflowers Ltd,"3,831.80"
1097901,Windsor & District Housing Association,"31,994.45"
2260201,Windsor & Maidenhead Crossroads Ltd,"64,185.50"
3471401,Windsor & Maidenhead Voluntary Action,"34,500.00"
105606,Windsor & Maidenhead Volunteer Centre,955.00
138201,Windsor Advisory Centre,"1,400.00"
105680,Windsor Club Day Nursery and Creche,"5,538.00"
260701,Windsor Festival Society Ltd,"4,170.01"
137501,Windsor Holiday Playscheme,750.00
1097903,Windsor Housing Ltd,"4,747.23"
2342901,Windsor Mencap,"5,000.00"
2325301,Windsor Montessori School,"11,400.00"
796201,Windsor Plumbing Supplies Ltd,761.06
100768,Windsor Project Management Ltd,"10,928.39"
108908,Windsor Schools Sports Partnership,"1,865.00"
112364,Windsor Theatre Guild,"1,000.00"
102894,Windsor Vehicle Leasing,"1,606.42"
2260301,Winton House Residential Home,"24,675.58"
102574,Wjec,"3,560.30"
251702,Wokingham Borough Council,"7,662.21"
251708,Wokingham Borough Council,"3,160.00"
85204,Wolters Kluwer (UK) Limited,"1,002.89"
4008602,Womens Royal Voluntary Service,"19,627.90"
112344,Woodcraft Timber Buildings Ltd,"2,752.00"
4127401,Woodland Park Youth Club,"1,700.00"
3760001,Woodstock House,"18,360.45"
111691,Wraparound Childcare Ltd,"8,999.50"
132001,Wraysbury Parish Council,"4,331.50"
582101,Wraysbury Primary School,"15,480.06"
112261,Wrightsure Insurance Services (North West) Ltd,"2,998.44"
112521,WSP Development & Transportation,"17,250.01"
178501,Wycombe District Council,"7,806.00"
107000,Wycombe Womens Aid Limited,734.50
102580,Wyre Electrical Services,967.46
2201,X 1 Limited,"20,562.26"
110253,Yellowfoot Experiences Ltd,"2,012.50"
112074,YHA Bowsinger,"1,511.55"
112546,YHA Golant,"1,824.90"
112369,Zmapping Limited,"3,335.00"
3118701,Zoggs International Ltd,"9,507.38"
721101,Zurich Municipal,"2,064.51"
